Brain - Caudate (basal ganglia),Brain - Frontal Cortex (BA9)
Adrenal Gland,Muscle - Skeletal
Prostate,Brain - Nucleus accumbens (basal ganglia)
Spleen,Testis
Esophagus - Mucosa,Heart - Left Ventricle
Colon - Sigmoid,Esophagus - Muscularis
Whole Blood,Prostate
Adipose - Visceral (Omentum),Brain - Substantia nigra
Brain - Putamen (basal ganglia),Cells - Transformed fibroblasts
Brain - Cortex,Brain - Hypothalamus
Skin - Sun Exposed (Lower leg),Artery - Tibial
Thyroid,Brain - Substantia nigra
Small Intestine - Terminal Ileum,Adipose - Visceral (Omentum)
Pancreas,Cells - EBV-transformed lymphocytes
Brain - Cortex,Brain - Amygdala
Heart - Left Ventricle,Esophagus - Muscularis
Ovary,Adipose - Visceral (Omentum)
Brain - Anterior cingulate cortex (BA24),Colon - Sigmoid
Bladder,Muscle - Skeletal
Nerve - Tibial,Adrenal Gland
Skin - Sun Exposed (Lower leg),Minor Salivary Gland
Brain - Spinal cord (cervical c-1),Lung
Whole Blood,Breast - Mammary Tissue
Pituitary,Minor Salivary Gland
Stomach,Uterus
Esophagus - Gastroesophageal Junction,Pancreas
Skin - Not Sun Exposed (Suprapubic),Testis
Stomach,Cells - Transformed fibroblasts
Adipose - Subcutaneous,Whole Blood
Vagina,Adipose - Subcutaneous
Brain - Cortex,Artery - Tibial
Brain - Putamen (basal ganglia),Brain - Spinal cord (cervical c-1)
Artery - Tibial,Brain - Substantia nigra
Heart - Atrial Appendage,Adipose - Visceral (Omentum)
Thyroid,Cells - Transformed fibroblasts
Esophagus - Mucosa,Colon - Sigmoid
Brain - Amygdala,Brain - Substantia nigra
Liver,Nerve - Tibial
Brain - Hippocampus,Nerve - Tibial
Brain - Putamen (basal ganglia),Minor Salivary Gland
Adipose - Subcutaneous,Pancreas
Minor Salivary Gland,Artery - Aorta
Brain - Putamen (basal ganglia),Brain - Hippocampus
Artery - Aorta,Cells - EBV-transformed lymphocytes
Thyroid,Artery - Aorta
Whole Blood,Skin - Sun Exposed (Lower leg)
Whole Blood,Brain - Substantia nigra
Kidney - Cortex,Lung
Brain - Anterior cingulate cortex (BA24),Brain - Substantia nigra
Breast - Mammary Tissue,Stomach
Brain - Putamen (basal ganglia),Brain - Cerebellar Hemisphere
Brain - Cerebellar Hemisphere,Brain - Caudate (basal ganglia)
Prostate,Brain - Hippocampus
Esophagus - Mucosa,Uterus
Breast - Mammary Tissue,Brain - Substantia nigra
Brain - Anterior cingulate cortex (BA24),Brain - Frontal Cortex (BA9)
Colon - Transverse,Whole Blood
Prostate,Skin - Sun Exposed (Lower leg)
Heart - Left Ventricle,Nerve - Tibial
Brain - Putamen (basal ganglia),Brain - Nucleus accumbens (basal ganglia)
Skin - Not Sun Exposed (Suprapubic),Colon - Transverse
Pituitary,Adipose - Subcutaneous
Adipose - Visceral (Omentum),Nerve - Tibial
Stomach,Brain - Nucleus accumbens (basal ganglia)
Thyroid,Minor Salivary Gland
Pituitary,Brain - Cerebellar Hemisphere
Liver,Brain - Nucleus accumbens (basal ganglia)
Brain - Caudate (basal ganglia),Colon - Sigmoid
Liver,Cells - Transformed fibroblasts
Brain - Hippocampus,Cells - Transformed fibroblasts
Skin - Sun Exposed (Lower leg),Lung
Brain - Anterior cingulate cortex (BA24),Breast - Mammary Tissue
Brain - Amygdala,Adipose - Visceral (Omentum)
Whole Blood,Brain - Spinal cord (cervical c-1)
Thyroid,Brain - Anterior cingulate cortex (BA24)
Thyroid,Uterus
Skin - Not Sun Exposed (Suprapubic),Heart - Left Ventricle
Brain - Hippocampus,Heart - Atrial Appendage
Small Intestine - Terminal Ileum,Ovary
Brain - Spinal cord (cervical c-1),Brain - Frontal Cortex (BA9)
Whole Blood,Esophagus - Muscularis
Heart - Atrial Appendage,Ovary
Brain - Amygdala,Brain - Spinal cord (cervical c-1)
Artery - Tibial,Nerve - Tibial
Spleen,Artery - Tibial
Liver,Brain - Spinal cord (cervical c-1)
Brain - Anterior cingulate cortex (BA24),Brain - Hippocampus
Liver,Brain - Substantia nigra
Brain - Hippocampus,Brain - Substantia nigra
Brain - Hippocampus,Brain - Cortex
Prostate,Colon - Sigmoid
Brain - Putamen (basal ganglia),Brain - Anterior cingulate cortex (BA24)
Heart - Left Ventricle,Pituitary
Esophagus - Mucosa,Liver
Esophagus - Mucosa,Testis
Prostate,Cells - EBV-transformed lymphocytes
Breast - Mammary Tissue,Ovary
Pancreas,Spleen
Prostate,Adrenal Gland
Brain - Cerebellar Hemisphere,Artery - Coronary
Brain - Caudate (basal ganglia),Brain - Cerebellum
Heart - Atrial Appendage,Esophagus - Mucosa
Artery - Coronary,Brain - Hypothalamus
Brain - Anterior cingulate cortex (BA24),Brain - Nucleus accumbens (basal ganglia)
Testis,Skin - Not Sun Exposed (Suprapubic)
Artery - Tibial,Breast - Mammary Tissue
Heart - Left Ventricle,Brain - Substantia nigra
Brain - Cortex,Brain - Cerebellar Hemisphere
Skin - Sun Exposed (Lower leg),Muscle - Skeletal
Brain - Anterior cingulate cortex (BA24),Brain - Putamen (basal ganglia)
Brain - Hippocampus,Heart - Left Ventricle
Skin - Sun Exposed (Lower leg),Artery - Aorta
Esophagus - Mucosa,Minor Salivary Gland
Thyroid,Whole Blood
Brain - Hypothalamus,Brain - Amygdala
Esophagus - Gastroesophageal Junction,Colon - Transverse
Brain - Anterior cingulate cortex (BA24),Brain - Spinal cord (cervical c-1)
Artery - Tibial,Ovary
Minor Salivary Gland,Lung
Uterus,Heart - Left Ventricle
Stomach,Muscle - Skeletal
Minor Salivary Gland,Artery - Tibial
Brain - Caudate (basal ganglia),Brain - Hippocampus
Adipose - Visceral (Omentum),Brain - Nucleus accumbens (basal ganglia)
Breast - Mammary Tissue,Lung
Heart - Atrial Appendage,Adrenal Gland
Heart - Left Ventricle,Whole Blood
Breast - Mammary Tissue,Uterus
Lung,Brain - Anterior cingulate cortex (BA24)
Pancreas,Stomach
Liver,Prostate
Esophagus - Muscularis,Cells - EBV-transformed lymphocytes
Brain - Anterior cingulate cortex (BA24),Brain - Cerebellum
Heart - Left Ventricle,Muscle - Skeletal
Brain - Caudate (basal ganglia),Brain - Nucleus accumbens (basal ganglia)
Brain - Hypothalamus,Breast - Mammary Tissue
Artery - Aorta,Esophagus - Muscularis
Skin - Sun Exposed (Lower leg),Brain - Amygdala
Vagina,Brain - Cortex
Brain - Anterior cingulate cortex (BA24),Heart - Left Ventricle
Prostate,Heart - Left Ventricle
Skin - Not Sun Exposed (Suprapubic),Pancreas
Esophagus - Mucosa,Brain - Caudate (basal ganglia)
Pituitary,Brain - Amygdala
Adipose - Subcutaneous,Skin - Not Sun Exposed (Suprapubic)
Skin - Sun Exposed (Lower leg),Ovary
Colon - Transverse,Ovary
Brain - Hippocampus,Lung
Stomach,Testis
Artery - Tibial,Liver
Brain - Hippocampus,Brain - Caudate (basal ganglia)
Brain - Cerebellar Hemisphere,Colon - Sigmoid
Brain - Amygdala,Brain - Cerebellum
Brain - Frontal Cortex (BA9),Skin - Sun Exposed (Lower leg)
Cells - Transformed fibroblasts,Whole Blood
Colon - Sigmoid,Cells - EBV-transformed lymphocytes
Nerve - Tibial,Muscle - Skeletal
Skin - Sun Exposed (Lower leg),Spleen
Artery - Aorta,Uterus
Brain - Cerebellum,Brain - Hippocampus
Stomach,Brain - Cerebellum
Thyroid,Brain - Cortex
Liver,Heart - Left Ventricle
Pancreas,Adipose - Visceral (Omentum)
Pancreas,Muscle - Skeletal
Spleen,Small Intestine - Terminal Ileum
Brain - Caudate (basal ganglia),Heart - Left Ventricle
Breast - Mammary Tissue,Adrenal Gland
Esophagus - Gastroesophageal Junction,Ovary
Lung,Pancreas
Heart - Atrial Appendage,Cells - EBV-transformed lymphocytes
Skin - Sun Exposed (Lower leg),Uterus
Adipose - Visceral (Omentum),Vagina
Esophagus - Muscularis,Brain - Cerebellum
Thyroid,Brain - Amygdala
Breast - Mammary Tissue,Brain - Nucleus accumbens (basal ganglia)
Stomach,Minor Salivary Gland
Heart - Atrial Appendage,Liver
Brain - Cerebellum,Artery - Tibial
Small Intestine - Terminal Ileum,Liver
Pituitary,Brain - Nucleus accumbens (basal ganglia)
Stomach,Artery - Tibial
Brain - Cerebellum,Brain - Spinal cord (cervical c-1)
Spleen,Artery - Coronary
Brain - Anterior cingulate cortex (BA24),Brain - Cortex
Brain - Hypothalamus,Nerve - Tibial
Heart - Left Ventricle,Heart - Atrial Appendage
Adrenal Gland,Nerve - Tibial
Spleen,Liver
Brain - Hypothalamus,Heart - Left Ventricle
Brain - Nucleus accumbens (basal ganglia),Lung
Skin - Sun Exposed (Lower leg),Esophagus - Mucosa
Brain - Cerebellum,Brain - Amygdala
Artery - Tibial,Heart - Atrial Appendage
Brain - Cerebellum,Brain - Putamen (basal ganglia)
Brain - Amygdala,Brain - Hippocampus
Testis,Kidney - Cortex
Brain - Amygdala,Artery - Tibial
Pancreas,Lung
Ovary,Minor Salivary Gland
Brain - Cortex,Colon - Sigmoid
Adipose - Subcutaneous,Adrenal Gland
Brain - Caudate (basal ganglia),Skin - Sun Exposed (Lower leg)
Testis,Artery - Aorta
Breast - Mammary Tissue,Skin - Sun Exposed (Lower leg)
Testis,Spleen
Thyroid,Heart - Atrial Appendage
Brain - Cerebellar Hemisphere,Adipose - Subcutaneous
Artery - Coronary,Esophagus - Muscularis
Esophagus - Mucosa,Pituitary
Uterus,Adrenal Gland
Artery - Tibial,Brain - Hypothalamus
Esophagus - Mucosa,Brain - Amygdala
Liver,Brain - Cortex
Skin - Not Sun Exposed (Suprapubic),Skin - Sun Exposed (Lower leg)
Esophagus - Mucosa,Brain - Spinal cord (cervical c-1)
Artery - Aorta,Kidney - Cortex
Adipose - Subcutaneous,Muscle - Skeletal
Brain - Amygdala,Brain - Frontal Cortex (BA9)
Vagina,Uterus
Heart - Atrial Appendage,Brain - Nucleus accumbens (basal ganglia)
Esophagus - Mucosa,Adipose - Visceral (Omentum)
Artery - Coronary,Heart - Atrial Appendage
Uterus,Muscle - Skeletal
Brain - Cortex,Lung
Muscle - Skeletal,Cells - Transformed fibroblasts
Adipose - Visceral (Omentum),Brain - Caudate (basal ganglia)
Heart - Left Ventricle,Skin - Not Sun Exposed (Suprapubic)
Esophagus - Muscularis,Brain - Cortex
Pituitary,Brain - Caudate (basal ganglia)
Artery - Aorta,Muscle - Skeletal
Brain - Cortex,Uterus
Esophagus - Mucosa,Heart - Atrial Appendage
Brain - Anterior cingulate cortex (BA24),Brain - Hypothalamus
Cells - Transformed fibroblasts,Ovary
Brain - Putamen (basal ganglia),Heart - Left Ventricle
Lung,Artery - Tibial
Skin - Not Sun Exposed (Suprapubic),Colon - Sigmoid
Brain - Nucleus accumbens (basal ganglia),Colon - Sigmoid
Stomach,Small Intestine - Terminal Ileum
Heart - Left Ventricle,Minor Salivary Gland
Artery - Aorta,Brain - Cortex
Brain - Hippocampus,Brain - Cerebellar Hemisphere
Prostate,Pancreas
Esophagus - Gastroesophageal Junction,Spleen
Brain - Amygdala,Adipose - Subcutaneous
Liver,Brain - Caudate (basal ganglia)
Liver,Colon - Transverse
Artery - Coronary,Liver
Artery - Coronary,Whole Blood
Pancreas,Esophagus - Muscularis
Cells - Transformed fibroblasts,Breast - Mammary Tissue
Brain - Nucleus accumbens (basal ganglia),Artery - Aorta
Brain - Cerebellar Hemisphere,Brain - Cortex
Muscle - Skeletal,Small Intestine - Terminal Ileum
Colon - Transverse,Artery - Tibial
Artery - Tibial,Brain - Cerebellar Hemisphere
Testis,Cells - EBV-transformed lymphocytes
Brain - Cortex,Brain - Nucleus accumbens (basal ganglia)
Nerve - Tibial,Prostate
Skin - Sun Exposed (Lower leg),Whole Blood
Spleen,Pancreas
Muscle - Skeletal,Esophagus - Mucosa
Liver,Brain - Hypothalamus
Adipose - Subcutaneous,Brain - Nucleus accumbens (basal ganglia)
Breast - Mammary Tissue,Brain - Cortex
Cells - Transformed fibroblasts,Nerve - Tibial
Breast - Mammary Tissue,Heart - Left Ventricle
Heart - Left Ventricle,Brain - Nucleus accumbens (basal ganglia)
Esophagus - Muscularis,Artery - Aorta
Ovary,Cells - Transformed fibroblasts
Lung,Cells - Transformed fibroblasts
Heart - Left Ventricle,Adipose - Visceral (Omentum)
Brain - Cerebellar Hemisphere,Artery - Aorta
Muscle - Skeletal,Brain - Spinal cord (cervical c-1)
Skin - Not Sun Exposed (Suprapubic),Adipose - Visceral (Omentum)
Uterus,Artery - Aorta
Adipose - Visceral (Omentum),Cells - EBV-transformed lymphocytes
Skin - Sun Exposed (Lower leg),Heart - Atrial Appendage
Artery - Aorta,Brain - Amygdala
Nerve - Tibial,Heart - Atrial Appendage
Esophagus - Mucosa,Brain - Cerebellar Hemisphere
Esophagus - Mucosa,Lung
Skin - Not Sun Exposed (Suprapubic),Brain - Anterior cingulate cortex (BA24)
Nerve - Tibial,Small Intestine - Terminal Ileum
Pancreas,Adrenal Gland
Brain - Nucleus accumbens (basal ganglia),Brain - Anterior cingulate cortex (BA24)
Whole Blood,Uterus
Testis,Small Intestine - Terminal Ileum
Esophagus - Muscularis,Artery - Coronary
Brain - Spinal cord (cervical c-1),Muscle - Skeletal
Artery - Aorta,Heart - Left Ventricle
Testis,Colon - Transverse
Testis,Minor Salivary Gland
Thyroid,Esophagus - Mucosa
Brain - Spinal cord (cervical c-1),Brain - Cortex
Adipose - Visceral (Omentum),Pituitary
Testis,Prostate
Heart - Atrial Appendage,Minor Salivary Gland
Pancreas,Skin - Sun Exposed (Lower leg)
Cells - Transformed fibroblasts,Brain - Substantia nigra
Skin - Sun Exposed (Lower leg),Testis
Brain - Cortex,Cells - Transformed fibroblasts
Pituitary,Brain - Cerebellum
Esophagus - Gastroesophageal Junction,Cells - EBV-transformed lymphocytes
Heart - Atrial Appendage,Artery - Tibial
Brain - Cerebellar Hemisphere,Artery - Tibial
Brain - Cerebellar Hemisphere,Whole Blood
Vagina,Whole Blood
Nerve - Tibial,Brain - Spinal cord (cervical c-1)
Small Intestine - Terminal Ileum,Whole Blood
Heart - Left Ventricle,Stomach
Brain - Frontal Cortex (BA9),Artery - Aorta
Brain - Caudate (basal ganglia),Nerve - Tibial
Brain - Cerebellar Hemisphere,Brain - Amygdala
Whole Blood,Brain - Nucleus accumbens (basal ganglia)
Artery - Aorta,Pancreas
Brain - Amygdala,Pituitary
Skin - Sun Exposed (Lower leg),Brain - Cortex
Pituitary,Skin - Sun Exposed (Lower leg)
Liver,Pituitary
Spleen,Breast - Mammary Tissue
Prostate,Breast - Mammary Tissue
Brain - Spinal cord (cervical c-1),Brain - Hippocampus
Vagina,Cells - EBV-transformed lymphocytes
Colon - Transverse,Adipose - Subcutaneous
Brain - Nucleus accumbens (basal ganglia),Minor Salivary Gland
Skin - Sun Exposed (Lower leg),Breast - Mammary Tissue
Pituitary,Whole Blood
Whole Blood,Spleen
Brain - Caudate (basal ganglia),Artery - Aorta
Brain - Hippocampus,Whole Blood
Artery - Aorta,Stomach
Thyroid,Heart - Left Ventricle
Esophagus - Muscularis,Nerve - Tibial
Colon - Sigmoid,Esophagus - Gastroesophageal Junction
Brain - Cortex,Heart - Atrial Appendage
Esophagus - Gastroesophageal Junction,Prostate
Artery - Aorta,Brain - Hippocampus
Adrenal Gland,Small Intestine - Terminal Ileum
Brain - Caudate (basal ganglia),Brain - Amygdala
Brain - Cortex,Artery - Aorta
Stomach,Heart - Left Ventricle
Brain - Hippocampus,Esophagus - Mucosa
Brain - Putamen (basal ganglia),Muscle - Skeletal
Spleen,Ovary
Liver,Brain - Amygdala
Prostate,Cells - Transformed fibroblasts
Brain - Amygdala,Muscle - Skeletal
Adipose - Visceral (Omentum),Esophagus - Muscularis
Brain - Caudate (basal ganglia),Brain - Anterior cingulate cortex (BA24)
Artery - Tibial,Adipose - Subcutaneous
Whole Blood,Muscle - Skeletal
Brain - Cerebellar Hemisphere,Brain - Nucleus accumbens (basal ganglia)
Prostate,Whole Blood
Brain - Cortex,Brain - Putamen (basal ganglia)
Heart - Atrial Appendage,Brain - Cortex
Pituitary,Brain - Frontal Cortex (BA9)
Liver,Spleen
Skin - Sun Exposed (Lower leg),Brain - Putamen (basal ganglia)
Testis,Lung
Esophagus - Muscularis,Brain - Substantia nigra
Adipose - Subcutaneous,Nerve - Tibial
Esophagus - Mucosa,Kidney - Cortex
Whole Blood,Adrenal Gland
Brain - Cerebellar Hemisphere,Liver
Brain - Putamen (basal ganglia),Lung
Colon - Transverse,Adipose - Visceral (Omentum)
Brain - Anterior cingulate cortex (BA24),Brain - Amygdala
Vagina,Skin - Sun Exposed (Lower leg)
Brain - Amygdala,Brain - Caudate (basal ganglia)
Artery - Aorta,Colon - Transverse
Adrenal Gland,Breast - Mammary Tissue
Brain - Frontal Cortex (BA9),Artery - Tibial
Brain - Hippocampus,Breast - Mammary Tissue
Adipose - Visceral (Omentum),Adrenal Gland
Kidney - Cortex,Adipose - Visceral (Omentum)
Brain - Cerebellar Hemisphere,Uterus
Brain - Anterior cingulate cortex (BA24),Lung
Skin - Not Sun Exposed (Suprapubic),Artery - Tibial
Esophagus - Muscularis,Pancreas
Brain - Nucleus accumbens (basal ganglia),Whole Blood
Stomach,Pancreas
Brain - Frontal Cortex (BA9),Brain - Amygdala
Testis,Brain - Amygdala
Heart - Atrial Appendage,Spleen
Brain - Cerebellum,Brain - Cerebellar Hemisphere
Adipose - Subcutaneous,Cells - Transformed fibroblasts
Cells - Transformed fibroblasts,Artery - Coronary
Thyroid,Testis
Brain - Caudate (basal ganglia),Brain - Putamen (basal ganglia)
Skin - Sun Exposed (Lower leg),Brain - Hippocampus
Small Intestine - Terminal Ileum,Muscle - Skeletal
Testis,Adipose - Visceral (Omentum)
Brain - Frontal Cortex (BA9),Whole Blood
Esophagus - Muscularis,Muscle - Skeletal
Brain - Hypothalamus,Brain - Anterior cingulate cortex (BA24)
Nerve - Tibial,Adipose - Visceral (Omentum)
Thyroid,Kidney - Cortex
Cells - Transformed fibroblasts,Brain - Hypothalamus
Brain - Caudate (basal ganglia),Brain - Cerebellar Hemisphere
Adipose - Visceral (Omentum),Esophagus - Gastroesophageal Junction
Esophagus - Mucosa,Adrenal Gland
Brain - Cerebellum,Artery - Coronary
Esophagus - Gastroesophageal Junction,Lung
Liver,Lung
Stomach,Ovary
Heart - Left Ventricle,Liver
Heart - Atrial Appendage,Whole Blood
Skin - Not Sun Exposed (Suprapubic),Brain - Frontal Cortex (BA9)
Skin - Sun Exposed (Lower leg),Cells - Transformed fibroblasts
Colon - Sigmoid,Liver
Artery - Coronary,Cells - EBV-transformed lymphocytes
Nerve - Tibial,Testis
Skin - Not Sun Exposed (Suprapubic),Kidney - Cortex
Esophagus - Mucosa,Artery - Coronary
Cells - Transformed fibroblasts,Esophagus - Gastroesophageal Junction
Skin - Sun Exposed (Lower leg),Prostate
Thyroid,Adrenal Gland
Brain - Cortex,Whole Blood
Small Intestine - Terminal Ileum,Colon - Sigmoid
Esophagus - Muscularis,Lung
Artery - Coronary,Lung
Artery - Coronary,Breast - Mammary Tissue
Heart - Atrial Appendage,Pancreas
Vagina,Lung
Adipose - Subcutaneous,Adipose - Visceral (Omentum)
Pituitary,Nerve - Tibial
Pancreas,Ovary
Lung,Minor Salivary Gland
Heart - Left Ventricle,Adipose - Subcutaneous
Brain - Caudate (basal ganglia),Brain - Spinal cord (cervical c-1)
Esophagus - Mucosa,Breast - Mammary Tissue
Brain - Anterior cingulate cortex (BA24),Brain - Cerebellar Hemisphere
Esophagus - Gastroesophageal Junction,Muscle - Skeletal
Testis,Cells - Transformed fibroblasts
Esophagus - Gastroesophageal Junction,Adipose - Visceral (Omentum)
Brain - Hypothalamus,Colon - Sigmoid
Esophagus - Mucosa,Brain - Nucleus accumbens (basal ganglia)
Brain - Hippocampus,Minor Salivary Gland
Thyroid,Brain - Hippocampus
Muscle - Skeletal,Skin - Not Sun Exposed (Suprapubic)
Whole Blood,Pancreas
Pituitary,Brain - Hippocampus
Minor Salivary Gland,Cells - Transformed fibroblasts
Brain - Hypothalamus,Adipose - Subcutaneous
Artery - Coronary,Skin - Sun Exposed (Lower leg)
Testis,Brain - Cerebellar Hemisphere
Prostate,Esophagus - Mucosa
Brain - Caudate (basal ganglia),Esophagus - Mucosa
Brain - Anterior cingulate cortex (BA24),Cells - Transformed fibroblasts
Esophagus - Gastroesophageal Junction,Adrenal Gland
Liver,Breast - Mammary Tissue
Brain - Spinal cord (cervical c-1),Whole Blood
Esophagus - Gastroesophageal Junction,Small Intestine - Terminal Ileum
Esophagus - Mucosa,Small Intestine - Terminal Ileum
Lung,Colon - Transverse
Colon - Sigmoid,Small Intestine - Terminal Ileum
Ovary,Colon - Transverse
Testis,Nerve - Tibial
Breast - Mammary Tissue,Cells - Transformed fibroblasts
Adipose - Visceral (Omentum),Artery - Coronary
Adipose - Subcutaneous,Lung
Ovary,Brain - Cerebellum
Esophagus - Gastroesophageal Junction,Minor Salivary Gland
Liver,Adipose - Visceral (Omentum)
Thyroid,Ovary
Adrenal Gland,Esophagus - Muscularis
Brain - Cerebellar Hemisphere,Adipose - Visceral (Omentum)
Small Intestine - Terminal Ileum,Minor Salivary Gland
Heart - Atrial Appendage,Brain - Anterior cingulate cortex (BA24)
Thyroid,Adipose - Visceral (Omentum)
Minor Salivary Gland,Nerve - Tibial
Brain - Amygdala,Cells - Transformed fibroblasts
Brain - Cerebellar Hemisphere,Brain - Hippocampus
Artery - Coronary,Brain - Nucleus accumbens (basal ganglia)
Esophagus - Mucosa,Brain - Putamen (basal ganglia)
Vagina,Esophagus - Gastroesophageal Junction
Brain - Hypothalamus,Brain - Caudate (basal ganglia)
Small Intestine - Terminal Ileum,Stomach
Esophagus - Gastroesophageal Junction,Cells - Transformed fibroblasts
Heart - Left Ventricle,Testis
Brain - Anterior cingulate cortex (BA24),Esophagus - Mucosa
Spleen,Esophagus - Muscularis
Esophagus - Gastroesophageal Junction,Esophagus - Muscularis
Pancreas,Colon - Transverse
Muscle - Skeletal,Testis
Adrenal Gland,Uterus
Lung,Colon - Sigmoid
Brain - Anterior cingulate cortex (BA24),Adipose - Visceral (Omentum)
Artery - Tibial,Small Intestine - Terminal Ileum
Brain - Putamen (basal ganglia),Breast - Mammary Tissue
Muscle - Skeletal,Brain - Cerebellar Hemisphere
Skin - Not Sun Exposed (Suprapubic),Brain - Nucleus accumbens (basal ganglia)
Testis,Adrenal Gland
Brain - Hypothalamus,Brain - Frontal Cortex (BA9)
Artery - Tibial,Brain - Anterior cingulate cortex (BA24)
Nerve - Tibial,Liver
Esophagus - Gastroesophageal Junction,Nerve - Tibial
Vagina,Cells - Transformed fibroblasts
Brain - Spinal cord (cervical c-1),Brain - Caudate (basal ganglia)
Esophagus - Muscularis,Brain - Putamen (basal ganglia)
Brain - Hippocampus,Colon - Sigmoid
Artery - Aorta,Whole Blood
Pancreas,Cells - Transformed fibroblasts
Artery - Coronary,Artery - Tibial
Artery - Coronary,Brain - Cortex
Brain - Cerebellar Hemisphere,Brain - Anterior cingulate cortex (BA24)
Brain - Frontal Cortex (BA9),Artery - Coronary
Breast - Mammary Tissue,Brain - Cerebellar Hemisphere
Brain - Anterior cingulate cortex (BA24),Esophagus - Muscularis
Brain - Putamen (basal ganglia),Artery - Coronary
Liver,Adipose - Subcutaneous
Heart - Atrial Appendage,Skin - Sun Exposed (Lower leg)
Brain - Cerebellar Hemisphere,Heart - Left Ventricle
Vagina,Heart - Left Ventricle
Lung,Liver
Skin - Not Sun Exposed (Suprapubic),Uterus
Esophagus - Mucosa,Muscle - Skeletal
Breast - Mammary Tissue,Minor Salivary Gland
Vagina,Nerve - Tibial
Small Intestine - Terminal Ileum,Adipose - Subcutaneous
Brain - Spinal cord (cervical c-1),Artery - Aorta
Pituitary,Artery - Aorta
Small Intestine - Terminal Ileum,Pancreas
Stomach,Brain - Frontal Cortex (BA9)
Ovary,Pancreas
Ovary,Breast - Mammary Tissue
Artery - Coronary,Brain - Hippocampus
Skin - Sun Exposed (Lower leg),Brain - Anterior cingulate cortex (BA24)
Esophagus - Muscularis,Esophagus - Mucosa
Adipose - Subcutaneous,Brain - Cortex
Testis,Esophagus - Muscularis
Brain - Spinal cord (cervical c-1),Skin - Sun Exposed (Lower leg)
Brain - Cerebellum,Nerve - Tibial
Adipose - Visceral (Omentum),Ovary
Artery - Aorta,Brain - Spinal cord (cervical c-1)
Brain - Frontal Cortex (BA9),Liver
Vagina,Colon - Sigmoid
Pancreas,Artery - Tibial
Prostate,Artery - Tibial
Spleen,Colon - Transverse
Brain - Anterior cingulate cortex (BA24),Adipose - Subcutaneous
Brain - Hypothalamus,Pituitary
Brain - Cerebellum,Prostate
Small Intestine - Terminal Ileum,Artery - Aorta
Whole Blood,Minor Salivary Gland
Skin - Sun Exposed (Lower leg),Kidney - Cortex
Brain - Cortex,Brain - Caudate (basal ganglia)
Whole Blood,Artery - Tibial
Adipose - Subcutaneous,Brain - Anterior cingulate cortex (BA24)
Colon - Transverse,Cells - Transformed fibroblasts
Brain - Cerebellum,Skin - Not Sun Exposed (Suprapubic)
Skin - Sun Exposed (Lower leg),Brain - Nucleus accumbens (basal ganglia)
Artery - Aorta,Small Intestine - Terminal Ileum
Brain - Putamen (basal ganglia),Heart - Atrial Appendage
Vagina,Adrenal Gland
Esophagus - Gastroesophageal Junction,Brain - Amygdala
Skin - Sun Exposed (Lower leg),Brain - Cerebellar Hemisphere
Heart - Left Ventricle,Vagina
Breast - Mammary Tissue,Esophagus - Gastroesophageal Junction
Adrenal Gland,Artery - Coronary
Brain - Spinal cord (cervical c-1),Pituitary
Stomach,Prostate
Muscle - Skeletal,Vagina
Esophagus - Mucosa,Artery - Aorta
Nerve - Tibial,Minor Salivary Gland
Adipose - Subcutaneous,Cells - EBV-transformed lymphocytes
Whole Blood,Esophagus - Gastroesophageal Junction
Artery - Tibial,Whole Blood
Artery - Aorta,Breast - Mammary Tissue
Spleen,Nerve - Tibial
Nerve - Tibial,Artery - Tibial
Brain - Cerebellar Hemisphere,Brain - Hypothalamus
Cells - Transformed fibroblasts,Colon - Sigmoid
Pancreas,Artery - Aorta
Adrenal Gland,Colon - Sigmoid
Skin - Not Sun Exposed (Suprapubic),Esophagus - Gastroesophageal Junction
Lung,Brain - Caudate (basal ganglia)
Brain - Cerebellum,Pituitary
Artery - Tibial,Brain - Putamen (basal ganglia)
Breast - Mammary Tissue,Muscle - Skeletal
Vagina,Brain - Cerebellum
Artery - Aorta,Ovary
Brain - Putamen (basal ganglia),Artery - Tibial
Colon - Sigmoid,Heart - Atrial Appendage
Muscle - Skeletal,Colon - Sigmoid
Spleen,Prostate
Heart - Left Ventricle,Uterus
Cells - Transformed fibroblasts,Muscle - Skeletal
Breast - Mammary Tissue,Artery - Aorta
Adipose - Subcutaneous,Testis
Pituitary,Brain - Cortex
Skin - Sun Exposed (Lower leg),Esophagus - Gastroesophageal Junction
Heart - Left Ventricle,Lung
Muscle - Skeletal,Adipose - Subcutaneous
Brain - Putamen (basal ganglia),Brain - Amygdala
Thyroid,Esophagus - Gastroesophageal Junction
Brain - Cerebellum,Heart - Atrial Appendage
Vagina,Brain - Nucleus accumbens (basal ganglia)
Esophagus - Mucosa,Brain - Substantia nigra
Thyroid,Nerve - Tibial
Whole Blood,Brain - Hippocampus
Adipose - Subcutaneous,Artery - Coronary
Stomach,Adipose - Subcutaneous
Brain - Nucleus accumbens (basal ganglia),Heart - Left Ventricle
Ovary,Muscle - Skeletal
Esophagus - Gastroesophageal Junction,Whole Blood
Adrenal Gland,Pancreas
Lung,Muscle - Skeletal
Brain - Hypothalamus,Colon - Transverse
Testis,Muscle - Skeletal
Esophagus - Mucosa,Cells - Transformed fibroblasts
Nerve - Tibial,Cells - EBV-transformed lymphocytes
